"tablet.id","signs.orig.vec","signs.expand.vec"
"P003446","1(N34)# _ 1(N34)#","N34 _ N34"
"P003447","2(N14)#","N14 N14"
"P003448","1(N34) _ 4(N14)","N34 _ N14 N14 N14 N14"
"P003451","2(N14)#","N14 N14"
"P003454","3(N34) _ 1(N34)# _ 2(N14)# _ 1(N58) _ 1(N34) _ 1(N58)","N34 N34 N34 _ N34 _ N14 N14 _ N58 _ N34 _ N58"
"P003455","1(N14) _ DUG~a _ 1(N14)","N14 _ DUG~a _ N14"
"P003456","1(N51) _ SAL# _ EN~a# _ MU#","N51 _ SAL _ EN~a _ MU"
"P003457","1(N34) _ 2(N14) _ 1(N57)# _ 5(N14)# _ 1(N14)# _ 1(N58)# _ 1(N14)# _ 1(N58) _ EN~a# _ PAP~a#","N34 _ N14 N14 _ N57 _ N14 N14 N14 N14 N14 _ N14 _ N58 _ N14 _ N58 _ EN~a _ PAP~a"
"P003458","2(N01) _ UDU~a# _ ERIM~a","N01 N01 _ UDU~a _ ERIM~a"
"P003463","1(N34)# _ 3(N14) _ U4 _ ZATU759 _ BA","N34 _ N14 N14 N14 _ U4 _ ZATU759 _ BA"
"P003469","1(N51) _ GAR _ 1(N14)# _ GAL~a","N51 _ GAR _ N14 _ GAL~a"
"P003484","1(N45) _ 3(N14) _ 2(N01)","N45 _ N14 N14 N14 _ N01 N01"
"P003486","1(N01) _ U2~a _ 3(N01) _ 1(N01)","N01 _ U2~a _ N01 N01 N01 _ N01"
"P003487","AN# _ A _ EN~a# _ KI _ AN","AN _ A _ EN~a _ KI _ AN"
"P003488","|1(N57).SZUBUR| _ LAGAR~a _ NE~a _ 4(N34) _ 2(N01) _ AN _ MUSZ3~a _ 2(N14) _ 5(N01) _ SZIDIM _ 2(N14) _ 5(N01) _ KU6~a _ 1(N01) _ 1(N14) _ 3(N34) _ 3(N14) _ 1(N01) _ NE~a# _ 3(N14) _ 5(N01) _ AL _ ISZ~b _ SZIDIM","|1(N57).SZUBUR| _ LAGAR~a _ NE~a _ N34 N34 N34 N34 _ N01 N01 _ AN _ MUSZ3~a _ N14 N14 _ N01 N01 N01 N01 N01 _ SZIDIM _ N14 N14 _ N01 N01 N01 N01 N01 _ KU6~a _ N01 _ N14 _ N34 N34 N34 _ N14 N14 N14 _ N01 _ NE~a _ N14 N14 N14 _ N01 N01 N01 N01 N01 _ AL _ ISZ~b _ SZIDIM"
"P003491","2(N01) _ SIG2~b# _ NIMGIR","N01 N01 _ SIG2~b _ NIMGIR"
"P003675","5(N01)# _ GESZTU~b _ SAL _ 4(N01)# _ MU# _ 2(N01)# _ 2(N01) _ KASZ~b _ AN _ MUSZ3~a# _ 2(N01)","N01 N01 N01 N01 N01 _ GESZTU~b _ SAL _ N01 N01 N01 N01 _ MU _ N01 N01 _ N01 N01 _ KASZ~b _ AN _ MUSZ3~a _ N01 N01"
"P003693","2(N34)# _ 3(N14)# _ GAR _ 2(N14)# _ 5(N01)# _ 2(N14)# _ 6(N01)# _ 1(N14) _ 9(N01) _ 2(N14) _ GAR _ LAGAR~a _ 1(N34) _ 3(N14) _ 6(N01) _ ZATU629 _ 1(N34) _ 1(N14) _ 7(N01)","N34 N34 _ N14 N14 N14 _ GAR _ N14 N14 _ N01 N01 N01 N01 N01 _ N14 N14 _ N01 N01 N01 N01 N01 N01 _ N14 _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ N14 N14 _ GAR _ LAGAR~a _ N34 _ N14 N14 N14 _ N01 N01 N01 N01 N01 N01 _ ZATU629 _ N34 _ N14 _ N01 N01 N01 N01 N01 N01 N01"
"P003799","1(N34) _ GAR _ 1(N14) _ BALAG _ AN _ DU","N34 _ GAR _ N14 _ BALAG _ AN _ DU"
"P003800","5(N01) _ 3(N01) _ 8(N01) _ MA _ 7(N01) _ 3(N01) _ 1(N01)# _ MA _ 1(N01)# _ 1(N48)# _ 4(N34) _ SZITA~b1 _ UDU~a","N01 N01 N01 N01 N01 _ N01 N01 N01 _ N01 N01 N01 N01 N01 N01 N01 N01 _ MA _ N01 N01 N01 N01 N01 N01 N01 _ N01 N01 N01 _ N01 _ MA _ N01 _ N48 _ N34 N34 N34 N34 _ SZITA~b1 _ UDU~a"
"P003802","1(N20) _ TUR _ |SILA3~axGESZTU~c3| _ 1(N05) _ 1(N20) _ 2(N05) _ |SILA3~axGESZTU~c3| _ U4 _ SI _ 1(N05) _ KASZ~c _ 2(N05) _ GURUSZDA _ GAL~a _ 1(N14) _ 1(N02) _ ZATU752# _ |SILA3~axGESZTU~c3|# _ URI3~a _ 1(N01)# _ ZATU752# _ 5(N01) _ ZATU752# _ NAGA~a# _ HI _ NAGAR~a# _ 1(N14) _ 1(N14)","N20 _ TUR _ |SILA3~axGESZTU~c3| _ N05 _ N20 _ N05 N05 _ |SILA3~axGESZTU~c3| _ U4 _ SI _ N05 _ KASZ~c _ N05 N05 _ GURUSZDA _ GAL~a _ N14 _ N02 _ ZATU752 _ |SILA3~axGESZTU~c3| _ URI3~a _ N01 _ ZATU752 _ N01 N01 N01 N01 N01 _ ZATU752 _ NAGA~a _ HI _ NAGAR~a _ N14 _ N14"
"P003701","1(N34)# _ 7(N01) _ TE _ KAB _ 5(N57)# _ SAG","N34 _ N01 N01 N01 N01 N01 N01 N01 _ TE _ KAB _ N57 N57 N57 N57 N57 _ SAG"
"P003706","2(N01) _ NAM2 _ KAB _ 2(N01) _ GESZTU~a _ 1(N01) _ NUN~a _ SZU _ EN~a _ 1(N01) _ EN~a _ AMAR _ 1(N01) _ |NUN~a+EN~a| _ 1(N01) _ AN _ |SZU2.EN~a| _ 7(N01) _ SI _ KAB#","N01 N01 _ NAM2 _ KAB _ N01 N01 _ GESZTU~a _ N01 _ NUN~a _ SZU _ EN~a _ N01 _ EN~a _ AMAR _ N01 _ |NUN~a+EN~a| _ N01 _ AN _ |SZU2.EN~a| _ N01 N01 N01 N01 N01 N01 N01 _ SI _ KAB"
"P003707","1(N01) _ 2(N01) _ ERIM~a _ 2(N01) _ 2(N01) _ SANGA~a _ DI _ MUSZ3~a# _ 2(N01) _ BAN~a _ 2(N01)","N01 _ N01 N01 _ ERIM~a _ N01 N01 _ N01 N01 _ SANGA~a _ DI _ MUSZ3~a _ N01 N01 _ BAN~a _ N01 N01"
"P003847","AMAR# _ 1(N34)# _ 1(N14)# _ 1(N01)# _ 1(N14)# _ 1(N34)# _ 3(N01)# _ SANGA~a# _ GAR","AMAR _ N34 _ N14 _ N01 _ N14 _ N34 _ N01 N01 N01 _ SANGA~a _ GAR"
"P003851","1(N01) _ SANGA~a _ 2(N01) _ 1(N01) _ GA~a _ 1(N01) _ 1(N01) _ PAP~b _ 2(N01) _ 2(N58) _ 1(N01) _ 1(N57) _ 2(N01) _ 2(N01) _ 1(N01) _ 6(N01)","N01 _ SANGA~a _ N01 N01 _ N01 _ GA~a _ N01 _ N01 _ PAP~b _ N01 N01 _ N58 N58 _ N01 _ N57 _ N01 N01 _ N01 N01 _ N01 _ N01 N01 N01 N01 N01 N01"
"P003852","SILA3~a _ 1(N14)# _ 7(N01) _ |SILA3~axX| _ 2(N14) _ |SILA3~axX| _ 1(N14) _ 2(N01) _ 1(N14) _ 1(N34) _ 1(N14) _ |SILA3~axX|# _ 2(N14) _ DIN _ 3(N01) _ 2(N01)","SILA3~a _ N14 _ N01 N01 N01 N01 N01 N01 N01 _ |SILA3~axX| _ N14 N14 _ |SILA3~axX| _ N14 _ N01 N01 _ N14 _ N34 _ N14 _ |SILA3~axX| _ N14 N14 _ DIN _ N01 N01 N01 _ N01 N01"
"P003854","4(N01) _ GAR","N01 N01 N01 N01 _ GAR"
"P003856","3(N34)# _ ZATU720#","N34 N34 N34 _ ZATU720"
"P003857","1(N01)# _ 1(N39~a) _ 2(N01) _ |MAH~axMASZ|#","N01 _ N39~a _ N01 N01 _ |MAH~axMASZ|"
"P003868","1(N01) _ GA~a# _ AN _ EN~a#","N01 _ GA~a _ AN _ EN~a"
"P003892","2(N14) _ 8(N01) _ ERIM~a _ 1(N01) _ SZIR~a","N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ ERIM~a _ N01 _ SZIR~a"
"P003893","4(N14)# _ 8(N01) _ GA~a _ SZU","N14 N14 N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ GA~a _ SZU"
"P003895","1(N34)# _ 3(N01)","N34 _ N01 N01 N01"
"P003896","MA _ BA# _ NAM2 _ KAB#","MA _ BA _ NAM2 _ KAB"
"P003900","2(N50) _ U4","N50 N50 _ U4"
"P003904","1(N51)# _ GISZ _ 1(N51) _ 1(N34) _ AN _ A","N51 _ GISZ _ N51 _ N34 _ AN _ A"
"P003909","7(N34) _ NAGA~a _ SI4~a# _ 3(N14) _ SI4~a _ NAGA~a _ 1(N34) _ 3(N57) _ 3(N14) _ SI4~a","N34 N34 N34 N34 N34 N34 N34 _ NAGA~a _ SI4~a _ N14 N14 N14 _ SI4~a _ NAGA~a _ N34 _ N57 N57 N57 _ N14 N14 N14 _ SI4~a"
"P003913","1(N34) _ 3(N01) _ SIG2~e _ 3(N01) _ TUG2~a _ 3(N14) _ 5(N01) _ ME~a _ 3(N14) _ ZATU753#","N34 _ N01 N01 N01 _ SIG2~e _ N01 N01 N01 _ TUG2~a _ N14 N14 N14 _ N01 N01 N01 N01 N01 _ ME~a _ N14 N14 N14 _ ZATU753"
"P003914","1(N51) _ 1(N34)# _ 2(N01) _ DA~a","N51 _ N34 _ N01 N01 _ DA~a"
"P003933","GI _ SAL _ A _ 5(N14)","GI _ SAL _ A _ N14 N14 N14 N14 N14"
"P004038","6(N01) _ SZITA~a1 _ 2(N01) _ 3(N01) _ 2(N01) _ 3(N01) _ 4(N01)","N01 N01 N01 N01 N01 N01 _ SZITA~a1 _ N01 N01 _ N01 N01 N01 _ N01 N01 _ N01 N01 N01 _ N01 N01 N01 N01"
"P004039","1(N14) _ 2(N14) _ 5(N01) _ 9(N01) _ GADA~a _ 1(N34) _ 3(N14) _ 6(N01) _ SZU2 _ 7(N01) _ ZATU644~a _ 1(N14) _ ME~a _ 9(N01) _ ZATU753 _ 2(N01) _ 1(N01) _ NU@g _ 6(N01) _ 1(N34) _ 1(N14) _ 1(N14)","N14 _ N14 N14 _ N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ GADA~a _ N34 _ N14 N14 N14 _ N01 N01 N01 N01 N01 N01 _ SZU2 _ N01 N01 N01 N01 N01 N01 N01 _ ZATU644~a _ N14 _ ME~a _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ ZATU753 _ N01 N01 _ N01 _ NU@g _ N01 N01 N01 N01 N01 N01 _ N34 _ N14 _ N14"
"P004041","8(N01) _ SU~a _ 5(N01) _ 2(N14) _ 7(N01) _ 2(N14) _ 2(N01)","N01 N01 N01 N01 N01 N01 N01 N01 _ SU~a _ N01 N01 N01 N01 N01 _ N14 N14 _ N01 N01 N01 N01 N01 N01 N01 _ N14 N14 _ N01 N01"
"P004043","2(N01) _ BARA2~a _ 1(N01) _ NAM2 _ SZU","N01 N01 _ BARA2~a _ N01 _ NAM2 _ SZU"
"P004044","1(N01) _ HASZHUR _ GA~a","N01 _ HASZHUR _ GA~a"
"P004045","2(N36)# _ 1(N46)# _ 1(N48)# _ 4(N34)# _ 2(N14)# _ 1(N01)# _ 1(N45)# _ 4(N14)# _ 3(N01)# _ SZE~a _ 3(N57)","N36 N36 _ N46 _ N48 _ N34 N34 N34 N34 _ N14 N14 _ N01 _ N45 _ N14 N14 N14 N14 _ N01 N01 N01 _ SZE~a _ N57 N57 N57"
"P003963","SANGA~a _ 3(N57)","SANGA~a _ N57 N57 N57"
"P003974","NAM2 _ APIN~a","NAM2 _ APIN~a"
"P003978","1(N34)# _ 3(N14)# _ 2(N34) _ 1(N34) _ 1(N14) _ 1(N34)# _ 2(N01)#","N34 _ N14 N14 N14 _ N34 N34 _ N34 _ N14 _ N34 _ N01 N01"
"P003985","1(N14) _ 7(N01) _ 1(N57) _ DUG~c _ 5(N01) _ KASZ~a# _ DA~a _ BAR _ 2(N14) _ 2(N01) _ DUG~c _ BAR","N14 _ N01 N01 N01 N01 N01 N01 N01 _ N57 _ DUG~c _ N01 N01 N01 N01 N01 _ KASZ~a _ DA~a _ BAR _ N14 N14 _ N01 N01 _ DUG~c _ BAR"
"P004082","2(N01) _ |ZATU662x1(N14)|","N01 N01 _ |ZATU662x1(N14)|"
"P003987","1(N01) _ MA _ 3(N01) _ AK~a _ 3(N01) _ ZATU651 _ MA _ 1(N01) _ MA","N01 _ MA _ N01 N01 N01 _ AK~a _ N01 N01 N01 _ ZATU651 _ MA _ N01 _ MA"
"P003988","8(N01)# _ DUG~c# _ 5(N14)# _ 5(N01)# _ DUG~c _ BAR","N01 N01 N01 N01 N01 N01 N01 N01 _ DUG~c _ N14 N14 N14 N14 N14 _ N01 N01 N01 N01 N01 _ DUG~c _ BAR"
"P003989","7(N01)# _ GIR3~a#","N01 N01 N01 N01 N01 N01 N01 _ GIR3~a"
"P004084","2(N14) _ SI _ 1(N14) _ UB _ AB2 _ 1(N14) _ AN _ SAL _ IB~b _ 1(N01) _ TUR3~a _ 1(N01) _ GI _ 1(N01) _ U4 _ AMA~a _ 1(N01) _ MUN~a1 _ KASZ~a _ SZE~a _ 1(N01) _ SIG7 _ IB~b _ 1(N01) _ NAM~b _ 6(N01) _ AB2 _ 4(N14) _ SI _ PAP~a _ 1(N14) _ AB2 _ 1(N14) _ AN _ 1(N01) _ AN _ U4 _ 1(N01) _ GI _ 1(N01) _ 1(N08) _ 2(N01) _ 1(N01) _ NAM~b _ HASZHUR","N14 N14 _ SI _ N14 _ UB _ AB2 _ N14 _ AN _ SAL _ IB~b _ N01 _ TUR3~a _ N01 _ GI _ N01 _ U4 _ AMA~a _ N01 _ MUN~a1 _ KASZ~a _ SZE~a _ N01 _ SIG7 _ IB~b _ N01 _ NAM~b _ N01 N01 N01 N01 N01 N01 _ AB2 _ N14 N14 N14 N14 _ SI _ PAP~a _ N14 _ AB2 _ N14 _ AN _ N01 _ AN _ U4 _ N01 _ GI _ N01 _ N08 _ N01 N01 _ N01 _ NAM~b _ HASZHUR"
"P003992","1(N01) _ KAB","N01 _ KAB"
"P003993","AN _ MUSZ3~a","AN _ MUSZ3~a"
"P004087","SANGA~a# _ NUN~a# _ 1(N01) _ NUN~a _ AB2 _ 1(N01) _ NESAG2~b _ 1(N01) _ 3(N01) _ SILA4~b _ 2(N14) _ 3(N01) _ MA","SANGA~a _ NUN~a _ N01 _ NUN~a _ AB2 _ N01 _ NESAG2~b _ N01 _ N01 N01 N01 _ SILA4~b _ N14 N14 _ N01 N01 N01 _ MA"
"P004089","4(N02) _ DA~a# _ EN~a#","N02 N02 N02 N02 _ DA~a _ EN~a"
"P003999","2(N14) _ 3(N01) _ DA~a _ 3(N57)","N14 N14 _ N01 N01 N01 _ DA~a _ N57 N57 N57"
"P004001","5(N01) _ SZIDIM _ IB~a _ BA _ 5(N34) _ 1(N01)","N01 N01 N01 N01 N01 _ SZIDIM _ IB~a _ BA _ N34 N34 N34 N34 N34 _ N01"
"P004093","1(N01) _ KUR~a _ 2(N01) _ SAL","N01 _ KUR~a _ N01 N01 _ SAL"
"P004004","1(N01) _ LAM~b _ ZATU644~b _ 1(N01) _ ZATU644~b _ |AB~axA@t|","N01 _ LAM~b _ ZATU644~b _ N01 _ ZATU644~b _ |AB~axA@t|"
"P004006","3(N01) _ 2(N14) _ TUG2~a _ 1(N01) _ 1(N01) _ MA2# _ 3(N01)#","N01 N01 N01 _ N14 N14 _ TUG2~a _ N01 _ N01 _ MA2 _ N01 N01 N01"
"P004012","2(N14) _ |SILA3~axGESZTU~c3| _ 6(N01) _ |DUG~cx1(N57)| _ 9(N02) _ KASZ~a _ 6(N01) _ NE~a _ KASZ~a _ AN _ |SZU2.EN~a|","N14 N14 _ |SILA3~axGESZTU~c3| _ N01 N01 N01 N01 N01 N01 _ |DUG~cx1(N57)| _ N02 N02 N02 N02 N02 N02 N02 N02 N02 _ KASZ~a _ N01 N01 N01 N01 N01 N01 _ NE~a _ KASZ~a _ AN _ |SZU2.EN~a|"
"P004015","2(N01)# _ 1(N14)# _ 1(N01)# _ ZATU762~a _ SZUBUR","N01 N01 _ N14 _ N01 _ ZATU762~a _ SZUBUR"
"P004104","1(N14) _ 1(N01)#","N14 _ N01"
"P004105","3(N34) _ 3(N14) _ 2(N01)","N34 N34 N34 _ N14 N14 N14 _ N01 N01"
"P004106","1(N01) _ SAL _ 5(N02) _ 6(N01) _ SZU _ GURUSZDA _ 6(N57)","N01 _ SAL _ N02 N02 N02 N02 N02 _ N01 N01 N01 N01 N01 N01 _ SZU _ GURUSZDA _ N57 N57 N57 N57 N57 N57"
"P004107","1(N02) _ 1(N01) _ TE","N02 _ N01 _ TE"
"P004108","2(N14)# _ 2(N01)# _ 1(N01)# _ GAR","N14 N14 _ N01 N01 _ N01 _ GAR"
"P004020","2(N01) _ 2(N01) _ PAD~a _ 1(N18) _ 1(N03) _ GI _ 1(N18) _ ZATU659","N01 N01 _ N01 N01 _ PAD~a _ N18 _ N03 _ GI _ N18 _ ZATU659"
"P004021","3(N01) _ GESZTU~a _ 3(N01) _ |NUN~a+EN~b| _ 1(N14) _ 9(N01)","N01 N01 N01 _ GESZTU~a _ N01 N01 N01 _ |NUN~a+EN~b| _ N14 _ N01 N01 N01 N01 N01 N01 N01 N01 N01"
"P004023","2(N01) _ 3(N14)# _ 1(N01) _ ANSZE~b _ 4(N14) _ 2(N01) _ UMBIN~a#","N01 N01 _ N14 N14 N14 _ N01 _ ANSZE~b _ N14 N14 N14 N14 _ N01 N01 _ UMBIN~a"
"P004024","2(N01)# _ DU#","N01 N01 _ DU"
"P004113","1(N01) _ NIMGIR _ SI _ 3(N01) _ SAG _ 1(N01) _ KUR~a _ 7(N01) _ 1(N01) _ KUR~a _ 9(N01) _ SAG _ 1(N01) _ KUR~a _ 2(N01) _ EN~a _ 1(N01) _ KUR~a _ 5(N01) _ UR2 _ 1(N01) _ 5(N01) _ AMA~a _ 1(N01) _ KUR~a _ 1(N01) _ EN~a _ NUN~a _ DIN _ GA~a _ 2(N01)# _ 1(N14) _ 3(N01) _ 3(N14) _ 3(N01) _ DIN _ 6(N01) _ KUR~a _ 1(N34) _ 1(N14) _ 6(N01) _ 1(N14) _ 3(N01) _ 3(N14) _ 9(N01) _ DIN _ NUN~a _ GA~a","N01 _ NIMGIR _ SI _ N01 N01 N01 _ SAG _ N01 _ KUR~a _ N01 N01 N01 N01 N01 N01 N01 _ N01 _ KUR~a _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ SAG _ N01 _ KUR~a _ N01 N01 _ EN~a _ N01 _ KUR~a _ N01 N01 N01 N01 N01 _ UR2 _ N01 _ N01 N01 N01 N01 N01 _ AMA~a _ N01 _ KUR~a _ N01 _ EN~a _ NUN~a _ DIN _ GA~a _ N01 N01 _ N14 _ N01 N01 N01 _ N14 N14 N14 _ N01 N01 N01 _ DIN _ N01 N01 N01 N01 N01 N01 _ KUR~a _ N34 _ N14 _ N01 N01 N01 N01 N01 N01 _ N14 _ N01 N01 N01 _ N14 N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 N01 _ DIN _ NUN~a _ GA~a"
"P004028","4(N01) _ EN~a# _ 1(N19) _ 1(N04)","N01 N01 N01 N01 _ EN~a _ N19 _ N04"
"P004029","1(N01) _ GAL~a _ SZITA~a1 _ 2(N14) _ ZATU753 _ EN~a#","N01 _ GAL~a _ SZITA~a1 _ N14 N14 _ ZATU753 _ EN~a"
"P004115","3(N02) _ 2(N01) _ URI3~a","N02 N02 N02 _ N01 N01 _ URI3~a"
"P004117","9(N01) _ |DUG~bxX| _ UNUG~a _ 2(N01) _ 3(N57) _ SI _ 2(N14) _ 8(N01) _ DIN _ EN~a _ 1(N14) _ 5(N01)","N01 N01 N01 N01 N01 N01 N01 N01 N01 _ |DUG~bxX| _ UNUG~a _ N01 N01 _ N57 N57 N57 _ SI _ N14 N14 _ N01 N01 N01 N01 N01 N01 N01 N01 _ DIN _ EN~a _ N14 _ N01 N01 N01 N01 N01"
"P004035","1(N01)# _ AN# _ 1(N01)# _ 1(N01)# _ 1(N01)# _ 1(N01)# _ AMAR# _ 1(N01)# _ SZU# _ 1(N01)#","N01 _ AN _ N01 _ N01 _ N01 _ N01 _ AMAR _ N01 _ SZU _ N01"
"P004411","1(N01) _ SANGA~a _ NUN~a# _ KASZ~b _ 2(N01) _ BU~a# _ BU~a# _ 1(N01)#","N01 _ SANGA~a _ NUN~a _ KASZ~b _ N01 N01 _ BU~a _ BU~a _ N01"
"P004414","1(N01) _ SIG2~b _ 6(N01) _ |NUN~a+EN~a| _ 1(N01) _ 2(N01) _ ME~a _ 2(N01)","N01 _ SIG2~b _ N01 N01 N01 N01 N01 N01 _ |NUN~a+EN~a| _ N01 _ N01 N01 _ ME~a _ N01 N01"
"P004418","3(N01)# _ 3(N14)# _ 3(N01)# _ |SILA3~axSZU|# _ 1(N14)# _ 1(N01)#","N01 N01 N01 _ N14 N14 N14 _ N01 N01 N01 _ |SILA3~axSZU| _ N14 _ N01"
"P004435","1(N34) _ 2(N14) _ HAL _ 1(N14) _ 4(N01) _ 2(N14) _ 5(N01) _ GAL~a _ 2(N14) _ 2(N14) _ 2(N01) _ AMA~a#","N34 _ N14 N14 _ HAL _ N14 _ N01 N01 N01 N01 _ N14 N14 _ N01 N01 N01 N01 N01 _ GAL~a _ N14 N14 _ N14 N14 _ N01 N01 _ AMA~a"
"P004441","5(N01) _ TUG2~a _ 1(N14) _ 2(N01) _ 1(N14) _ 1(N01) _ TI _ 1(N14) _ 2(N01) _ 1(N34) _ 1(N14) _ GAR _ 2(N14) _ 4(N01) _ 1(N14) _ 4(N01) _ DU _ 1(N14) _ 5(N01) _ 1(N01) _ SAG _ 1(N14) _ 1(N14)","N01 N01 N01 N01 N01 _ TUG2~a _ N14 _ N01 N01 _ N14 _ N01 _ TI _ N14 _ N01 N01 _ N34 _ N14 _ GAR _ N14 N14 _ N01 N01 N01 N01 _ N14 _ N01 N01 N01 N01 _ DU _ N14 _ N01 N01 N01 N01 N01 _ N01 _ SAG _ N14 _ N14"
"P004444","1(N14) _ 1(N14) _ 1(N01) _ 3(N01) _ BA","N14 _ N14 _ N01 _ N01 N01 N01 _ BA"
"P004454","1(N01) _ ZATU662 _ 1(N01) _ NU _ 1(N14) _ 1(N01) _ NU@g _ 3(N01) _ ZI~a _ E2~a _ NUN~a _ 2(N01) _ SZU2 _ 1(N14) _ 6(N01) _ 8(N01) _ GADA~a _ 2(N01) _ TUG2~a _ 2(N01) _ BARA2~a","N01 _ ZATU662 _ N01 _ NU _ N14 _ N01 _ NU@g _ N01 N01 N01 _ ZI~a _ E2~a _ NUN~a _ N01 N01 _ SZU2 _ N14 _ N01 N01 N01 N01 N01 N01 _ N01 N01 N01 N01 N01 N01 N01 N01 _ GADA~a _ N01 N01 _ TUG2~a _ N01 N01 _ BARA2~a"
"P004456","1(N34)# _ 1(N01)# _ 3(N01)# _ 1(N34) _ 1(N34) _ |SZU2.EN~a|# _ 3(N01)# _ 1(N34)# _ 1(N48) _ 2(N34) _ 2(N14) _ TI#","N34 _ N01 _ N01 N01 N01 _ N34 _ N34 _ |SZU2.EN~a| _ N01 N01 N01 _ N34 _ N48 _ N34 N34 _ N14 N14 _ TI"
"P004459","2(N01) _ EN~a _ TUG2~a _ 1(N01) _ 1(N01)# _ ZATU764 _ BARA2~a#","N01 N01 _ EN~a _ TUG2~a _ N01 _ N01 _ ZATU764 _ BARA2~a"
"P004494","3(N34) _ |SAR~axSZE~a| _ SZIDIM#","N34 N34 N34 _ |SAR~axSZE~a| _ SZIDIM"
"P004497","1(N01) _ UR2 _ GISZ _ NI~a _ GIR3~c _ SZAH2~a _ 1(N01) _ A _ NU _ 3(N01)","N01 _ UR2 _ GISZ _ NI~a _ GIR3~c _ SZAH2~a _ N01 _ A _ NU _ N01 N01 N01"
"P004500","1(N34)# _ 3(N14) _ MA _ 5(N34) _ 3(N14) _ HASZHUR _ 7(N01) _ 9(N34) _ 4(N14)","N34 _ N14 N14 N14 _ MA _ N34 N34 N34 N34 N34 _ N14 N14 N14 _ HASZHUR _ N01 N01 N01 N01 N01 N01 N01 _ N34 N34 N34 N34 N34 N34 N34 N34 N34 _ N14 N14 N14 N14"
"P004502","5(N51) _ GAR# _ 1(N34)","N51 N51 N51 N51 N51 _ GAR _ N34"
"P004526","AMAR# _ 3(N57)# _ DUG~a#","AMAR _ N57 N57 N57 _ DUG~a"
"P004529","1(N01)# _ NI~a _ URUDU~a","N01 _ NI~a _ URUDU~a"
"P004889","5(N14)","N14 N14 N14 N14 N14"
"P005004","1(N34) _ GAR _ BAR _ 3(N39~a) _ 1(N14)","N34 _ GAR _ BAR _ N39~a N39~a N39~a _ N14"
"P005005","1(N34) _ 1(N14) _ 2(N01)","N34 _ N14 _ N01 N01"
"P005006","1(N34) _ 5(N14)# _ 1(N01)","N34 _ N14 N14 N14 N14 N14 _ N01"
"P005007","2(N01)# _ TUR# _ EN~a#","N01 N01 _ TUR _ EN~a"
"P005008","GESZTU~b _ TUN3~a _ TAK4~a _ A","GESZTU~b _ TUN3~a _ TAK4~a _ A"
"P005010","6(N14)# _ 4(N01)# _ SANGA~a#","N14 N14 N14 N14 N14 N14 _ N01 N01 N01 N01 _ SANGA~a"
"P005011","2(N14)# _ GAR# _ X#","N14 N14 _ GAR _ X"
"P005012","2(N14)# _ |NINDA2xGAR|#","N14 N14 _ |NINDA2xGAR|"
"P005013","2(N14)# _ GU4#","N14 N14 _ GU4"
"P005017","ME~a _ 1(N01)# _ DI# _ 2(N01)#","ME~a _ N01 _ DI _ N01 N01"
"P005018","3(N14)# _ BAR","N14 N14 N14 _ BAR"
"P005020","3(N14)# _ GI#","N14 N14 N14 _ GI"
"P325365","4(N01)# _ BA# _ 1(N01) _ SANGA~a","N01 N01 N01 N01 _ BA _ N01 _ SANGA~a"
"P325163","1(N48) _ 7(N34) _ 3(N14) _ BARA2~a#","N48 _ N34 N34 N34 N34 N34 N34 N34 _ N14 N14 N14 _ BARA2~a"
"P325222","1(N45) _ 8(N14)# _ SZE~a","N45 _ N14 N14 N14 N14 N14 N14 N14 N14 _ SZE~a"
"P006288","1(N01) _ GAL~a _ SZU2 _ 3(N57) _ 1(N01) _ GESZTU~b _ SZIM~a _ SZU _ 1(N01) _ SI4~a _ 1(N01) _ 1(N01) _ SI _ UR3~b1 _ 1(N01) _ AMAR","N01 _ GAL~a _ SZU2 _ N57 N57 N57 _ N01 _ GESZTU~b _ SZIM~a _ SZU _ N01 _ SI4~a _ N01 _ N01 _ SI _ UR3~b1 _ N01 _ AMAR"
"P252172","SANGA~a _ NUN~a _ IB~a","SANGA~a _ NUN~a _ IB~a"
"P252178","SZU _ ZATU753 _ ZATU753 _ SZE~a","SZU _ ZATU753 _ ZATU753 _ SZE~a"
"P000131","ZATU679# _ TAK4~a _ 1(N01) _ GU _ KU6~a _ 1(N01) _ 1(N01) _ AN _ NAGAR~a _ 1(N01) _ ME~a _ NAGAR~a _ 1(N01)# _ 1(N01) _ GA'AR~b1","ZATU679 _ TAK4~a _ N01 _ GU _ KU6~a _ N01 _ N01 _ AN _ NAGAR~a _ N01 _ ME~a _ NAGAR~a _ N01 _ N01 _ GA'AR~b1"
